reaction_id,log2fc,p_value,subsystem,flux_cond1,flux_cond2
MAN6Pt6_2pp,-0.525,0.13,"Transport, Inner Membrane",0.8083,0.5618
METSOX2tex,0.3571,0.277,"Transport, Outer Membrane Porin",3.2123,4.1145
LPLIPAL1E160pp,0.5042,0.319,Glycerophospholipid Metabolism,6.7643,9.5939
MAN6Ptex,0.5017,0.276,"Transport, Outer Membrane Porin",5.8622,8.3
METSOXR1,-0.6132,0.434,Methionine Metabolism,0.609,0.3981
MANAO,-0.0639,0.33,Alternate Carbon Metabolism,6.2829,6.0105
LPLIPAL1E161pp,0.0685,0.814,Glycerophospholipid Metabolism,9.0395,9.4793
MANGLYCptspp,0.4672,0.334,"Transport, Inner Membrane",4.6402,6.4149
MANGLYCtex,0.1285,0.532,"Transport, Outer Membrane Porin",0.3553,0.3884
METSOXR2,0.239,0.776,Methionine Metabolism,3.2417,3.8256
METTRS,-0.0098,0.762,tRNA Charging,3.1154,3.0943
LPLIPAL1E180pp,0.8257,0.247,Glycerophospholipid Metabolism,3.0461,5.3989
METabcpp,0.6565,0.244,"Transport, Inner Membrane",4.9148,7.7469
METtex,0.2092,0.354,"Transport, Outer Membrane Porin",8.4664,9.7874
MANPGH,0.2907,0.564,Alternate Carbon Metabolism,1.452,1.7761
MANptspp,0.4738,0.256,"Transport, Inner Membrane",5.3651,7.4509
MANtex,1.7484,0.0382,"Transport, Outer Membrane Porin",2.8767,9.6653
MCITD,0.3406,0.623,Alternate Carbon Metabolism,9.8747,12.5045
MG2t3_2pp,-0.9323,0.184,Inorganic Ion Transport and Metabolism,4.936,2.5867
LPLIPAL1E181pp,0.6607,0.492,Glycerophospholipid Metabolism,1.617,2.5563
MG2tex,0.5307,0.36,"Transport, Outer Membrane Porin",7.1741,10.3637
MG2tpp,1.1592,0.0526,Inorganic Ion Transport and Metabolism,4.4595,9.9594
MCITL2,-0.6089,0.28,Alternate Carbon Metabolism,3.558,2.3329
MCITS,0.4907,0.522,Alternate Carbon Metabolism,4.8998,6.8848
MG2uabcpp,0.2778,0.25,Inorganic Ion Transport and Metabolism,8.5292,10.34
LPLIPAL1G120pp,0.2145,0.684,Glycerophospholipid Metabolism,3.6427,4.2267
MGSA,-0.5794,0.318,Methylglyoxal Metabolism,5.8316,3.9029
MI1PP,1.3432,0.0342,Cell Envelope Biosynthesis,9.5414,24.2073
MICITDr,0.6345,0.218,Alternate Carbon Metabolism,5.4531,8.4654
MCOATA,0.6957,0.0947,Membrane Lipid Metabolism,7.4992,12.1459
MCPST,0.0707,0.702,Cysteine Metabolism,3.4768,3.6515
MINCYCtex,-0.1292,0.346,"Transport, Outer Membrane Porin",10.1636,9.2929
LPLIPAL1G140pp,-0.5665,0.42,Glycerophospholipid Metabolism,9.0032,6.0793
MINCYCtpp,-0.5285,0.187,"Transport, Outer Membrane",2.3565,1.6338
MCTP1App,-0.6702,0.404,Murein Biosynthesis,3.1372,1.9715
MINOHPtexi,0.0332,0.399,"Transport, Outer Membrane",1.5036,1.5385
MCTP1Bpp,0.3059,0.378,Murein Biosynthesis,0.6703,0.8286
LPLIPAL1G141pp,0.4139,0.58,Glycerophospholipid Metabolism,6.1043,8.1327
MCTP2App,-0.1878,0.817,Murein Biosynthesis,7.9375,6.9689
MDDCP1pp,0.7807,0.486,Murein Biosynthesis,1.7659,3.0338
MDDCP2pp,-0.6141,0.354,Murein Biosynthesis,5.1123,3.3401
MDDCP3pp,0.0252,0.644,Murein Biosynthesis,6.0765,6.1836
MLDCP1App,-0.4389,0.691,Murein Biosynthesis,1.4836,1.0944
MLDCP1Bpp,0.2667,0.654,Murein Biosynthesis,1.4737,1.7729
MLDCP2App,0.4111,0.451,Murein Biosynthesis,3.8789,5.1577
MLDCP2Bpp,-0.7986,0.425,Murein Biosynthesis,1.8365,1.0558
MLDCP3App,-0.0227,0.931,Murein Biosynthesis,2.8606,2.816
MLDEP1pp,-0.5539,0.332,Murein Recycling,10.0044,6.8145
MDDCP4pp,-0.7225,0.291,Murein Biosynthesis,4.559,2.7631
MDDCP5pp,0.0126,0.861,Murein Biosynthesis,10.9433,11.0396
LPLIPAL1G160pp,0.179,0.782,Glycerophospholipid Metabolism,4.9527,5.6069
MDDEP1pp,-0.3874,0.678,Murein Recycling,4.1202,3.1499
MDDEP2pp,0.0369,0.55,Murein Recycling,4.4696,4.5855
MLDEP2pp,-0.0534,0.705,Murein Recycling,2.4608,2.3713
MLTG1,-0.0782,0.733,Alternate Carbon Metabolism,9.2479,8.76
MLTG2,0.4756,0.618,Alternate Carbon Metabolism,3.4603,4.8116
MDDEP3pp,0.1396,0.702,Murein Recycling,8.1806,9.012
MDDEP4pp,0.8352,0.281,Murein Recycling,5.5736,9.944
LPLIPAL1G161pp,0.5573,0.242,Glycerophospholipid Metabolism,1.7288,2.544
MDH,-2.7346,1.53e-06,Citric Acid Cycle,6.4028,0.962
MLTG3,-0.3292,0.685,Alternate Carbon Metabolism,7.9375,6.3181
MLTG4,-0.2859,0.763,Alternate Carbon Metabolism,4.5591,3.7395
MDH2,-2.1785,3.13e-06,Citric Acid Cycle,6.3983,1.4134
LPLIPAL1G180pp,0.0427,0.808,Glycerophospholipid Metabolism,3.6181,3.7268
MDH3,-1.6779,2.34e-05,Citric Acid Cycle,6.0981,1.9058
MLTG5,0.8807,0.398,Alternate Carbon Metabolism,9.5727,17.6255
MLTGY1pp,-0.2995,0.257,Murein Recycling,3.0834,2.5054
MLTGY2pp,0.3934,0.547,Murein Recycling,8.5172,11.1872
MLTGY3pp,-0.1899,0.386,Murein Recycling,2.9048,2.5465
MLTGY4pp,-0.2559,0.763,Murein Recycling,4.1733,3.495
ME1,1.694,0.000692,Anaplerotic Reactions,10.4529,33.82
ME2,0.3025,0.242,Anaplerotic Reactions,7.5479,9.3087
MECDPDH5,0.6557,0.351,Cofactor and Prosthetic Group Biosynthesis,1.6254,2.5606
MECDPS,-0.6804,0.248,Cofactor and Prosthetic Group Biosynthesis,3.3437,2.0864
MLTP1,0.2352,0.332,Alternate Carbon Metabolism,6.2471,7.353
MLTP2,1.0428,0.455,Alternate Carbon Metabolism,3.2329,6.6607
MLTP3,-0.0568,0.63,Alternate Carbon Metabolism,7.2229,6.9443
MMCD,-0.482,0.62,Alternate Carbon Metabolism,8.7839,6.289
MMETt2pp,0.1976,0.44,"Transport, Inner Membrane",6.783,7.7787
LPLIPAL1G181pp,-0.0168,0.346,Glycerophospholipid Metabolism,5.0375,4.9791
MMETtex,0.8376,0.138,"Transport, Outer Membrane Porin",3.1678,5.661
MMM,0.3162,0.505,Alternate Carbon Metabolism,4.8253,6.0079
MOADSUx,0.1396,0.372,Cofactor and Prosthetic Group Biosynthesis,4.065,4.478
MOAT,-0.0963,0.807,Lipopolysaccharide Biosynthesis / Recycling,4.7137,4.4092
MN2t3pp,-0.2535,0.408,Inorganic Ion Transport and Metabolism,4.7198,3.9592
LPLIPAL2A120,-0.0666,0.639,Glycerophospholipid Metabolism,2.4868,2.3746
MN2tpp,-0.0018,0.387,Inorganic Ion Transport and Metabolism,0.416,0.4154
MOAT2,-0.3161,0.65,Lipopolysaccharide Biosynthesis / Recycling,7.3346,5.8916
LPLIPAL2A140,-0.2955,0.749,Glycerophospholipid Metabolism,3.7249,3.035
MOAT3C,0.2609,0.598,Lipopolysaccharide Biosynthesis / Recycling,3.4936,4.1861
MN6PP,-0.1623,0.297,Alternate Carbon Metabolism,1.7283,1.5445
LPLIPAL2A141,0.2273,0.368,Glycerophospholipid Metabolism,7.5019,8.7821
MNLptspp,-0.0186,0.564,"Transport, Inner Membrane",5.8876,5.8122
MOBDabcpp,1.6305,0.0256,Inorganic Ion Transport and Metabolism,2.8342,8.7749
MOBDtex,0.3246,0.361,"Transport, Outer Membrane Porin",4.883,6.1152
LPLIPAL2A160,0.1868,0.305,Glycerophospholipid Metabolism,4.8904,5.5664
MOCDS,1.0759,0.14,Cofactor and Prosthetic Group Biosynthesis,4.9644,10.4652
MOCOS,0.7186,0.139,Cofactor and Prosthetic Group Biosynthesis,4.9512,8.1476
MOGDS,-0.0728,0.56,Cofactor and Prosthetic Group Biosynthesis,11.5379,10.9704
MOHMT,1.1105,0.0831,Cofactor and Prosthetic Group Biosynthesis,0.2098,0.4529
MOX,-2.5975,2.67e-06,Citric Acid Cycle,5.8184,0.9613
MPTAT,0.4588,0.226,Cofactor and Prosthetic Group Biosynthesis,4.015,5.5181
MPTG,0.3966,0.695,Murein Biosynthesis,4.3411,5.7145
MNLtex,0.1819,0.29,"Transport, Outer Membrane Porin",4.6756,5.304
MNNH,0.0437,0.658,Alternate Carbon Metabolism,1.2278,1.2655
MNt2pp,1.0917,0.0654,"Transport, Inner Membrane",2.9129,6.208
MNtex,0.1359,0.464,"Transport, Outer Membrane Porin",7.2434,7.959
NDPK6,-0.6985,0.123,Nucleotide Salvage Pathway,5.0508,3.1123
MPTG2,0.405,0.291,Murein Biosynthesis,5.9486,7.8765
MPTS,0.7469,0.128,Cofactor and Prosthetic Group Biosynthesis,3.3586,5.6364
MPTSS,-0.5352,0.251,Cofactor and Prosthetic Group Biosynthesis,4.1726,2.8793
MSAR,-0.8076,0.0721,Nucleotide Salvage Pathway,3.5538,2.0304
NDPK7,-0.4292,0.286,Nucleotide Salvage Pathway,1.4799,1.0991
NDPK8,0.2302,0.476,Nucleotide Salvage Pathway,2.0005,2.3465
LPLIPAL2A161,0.0374,0.496,Glycerophospholipid Metabolism,6.2533,6.4177
NH4tex,1.0646,0.15,"Transport, Outer Membrane Porin",0.6686,1.3985
NH4tpp,0.2747,0.458,Inorganic Ion Transport and Metabolism,7.3635,8.9077
NHFRBO,-0.2854,0.484,Nitrogen Metabolism,4.1629,3.4157
MSO3abcpp,0.5228,0.2,"Transport, Inner Membrane",0.1789,0.257
MSO3tex,-0.3903,0.429,"Transport, Outer Membrane Porin",7.7126,5.8845
MTAN,0.1974,0.761,Arginine and Proline Metabolism,3.1163,3.5733
MTHFC,0.0662,0.388,Folate Metabolism,4.5337,4.7465
MTHFD,-0.035,0.445,Folate Metabolism,0.9211,0.899
MTHFR2,-0.1742,0.722,Folate Metabolism,7.7986,6.9114
NI2abcpp,0.6139,0.232,Inorganic Ion Transport and Metabolism,0.3255,0.4981
NI2t3pp,0.0859,0.674,Inorganic Ion Transport and Metabolism,7.3308,7.7805
MTHTHFSs,-0.073,0.596,Methionine Metabolism,9.2846,8.8264
MTRPOX,0.8078,0.225,Glycine and Serine Metabolism,2.403,4.2065
N2Otex,0.2206,0.634,"Transport, Outer Membrane Porin",3.4998,4.078
NI2tex,-0.0819,0.37,"Transport, Outer Membrane Porin",1.8571,1.7546
LPLIPAL2A180,-0.3297,0.66,Glycerophospholipid Metabolism,4.5954,3.6567
NI2tpp,1.0551,0.105,Inorganic Ion Transport and Metabolism,4.0609,8.438
NI2uabcpp,0.3488,0.447,Inorganic Ion Transport and Metabolism,6.0714,7.7318
N2Otpp,-0.6175,0.272,Inorganic Ion Transport and Metabolism,9.7808,6.3753
NACODA,0.2904,0.504,Arginine and Proline Metabolism,1.1513,1.4079
NACtex,0.7878,0.0967,"Transport, Outer Membrane Porin",5.238,9.043
NACtpp,0.5389,0.297,"Transport, Inner Membrane",3.3937,4.9305
NADDP,0.2492,0.245,Cofactor and Prosthetic Group Biosynthesis,5.0598,6.0138
NADH10,-1.7443,1.16e-05,Oxidative Phosphorylation,0.3395,0.1013
NADH16pp,-2.3769,2.66e-06,Oxidative Phosphorylation,1.6356,0.3149
NMNAT,-0.6482,0.314,Cofactor and Prosthetic Group Biosynthesis,7.3023,4.6596
NMNDA,1.3739,0.096,Cofactor and Prosthetic Group Biosynthesis,5.4131,14.0287
NMNN,-0.1404,0.737,Cofactor and Prosthetic Group Biosynthesis,9.4747,8.5959
NMNPtpp,-1.0179,0.156,"Transport, Inner Membrane",5.42,2.6766
NADH17pp,-2.7834,1.81e-06,Oxidative Phosphorylation,6.5491,0.9513
NADH18pp,-2.3319,1.04e-06,Oxidative Phosphorylation,5.0108,0.9953
NMNt7pp,0.3506,0.185,"Transport, Inner Membrane",0.2586,0.3297
LPLIPAL2A181,-0.0163,0.786,Glycerophospholipid Metabolism,5.0786,5.0217
NMNtex,-0.7879,0.238,"Transport, Outer Membrane Porin",5.5485,3.2136
NNAM,1.3609,0.101,Cofactor and Prosthetic Group Biosynthesis,7.6836,19.7354
NADH5,-2.5604,1.43e-06,Oxidative Phosphorylation,8.014,1.3586
NADH9,-2.7884,2.7e-06,Oxidative Phosphorylation,0.4791,0.0693
NADK,0.4013,0.257,Cofactor and Prosthetic Group Biosynthesis,3.5606,4.7024
NNATr,-0.3203,0.346,Nucleotide Salvage Pathway,3.9504,3.1638
NNDMBRT,0.5955,0.357,Cofactor and Prosthetic Group Biosynthesis,2.075,3.1352
NADN,-0.5209,0.261,Cofactor and Prosthetic Group Biosynthesis,5.8915,4.1061
LPLIPAL2ATE120,-0.5532,0.62,Glycerophospholipid Metabolism,10.3798,7.074
NADPHQR2,-3.2038,1.03e-06,Oxidative Phosphorylation,7.5638,0.8209
NADPHQR3,-1.8476,5.55e-06,Oxidative Phosphorylation,1.5167,0.4214
NNDPR,0.0511,0.619,Cofactor and Prosthetic Group Biosynthesis,1.004,1.0402
NO2t2rpp,1.0657,0.0914,Inorganic Ion Transport and Metabolism,6.7368,14.1016
NO2tex,0.4212,0.322,"Transport, Outer Membrane Porin",4.1329,5.5339
NADPHQR4,-1.9215,1.69e-06,Oxidative Phosphorylation,8.1231,2.1443
NO3R1bpp,0.5507,0.284,Nitrogen Metabolism,4.3149,6.3203
NADPPPS,0.8309,0.257,Cofactor and Prosthetic Group Biosynthesis,0.7029,1.2503
LPLIPAL2ATE140,-0.1166,0.743,Glycerophospholipid Metabolism,0.7483,0.6903
NADS1,0.0071,0.481,Cofactor and Prosthetic Group Biosynthesis,5.1715,5.1971
NADTRHD,-2.5587,1.45e-06,Oxidative Phosphorylation,6.587,1.118
NAMNPP,-0.0216,0.763,Cofactor and Prosthetic Group Biosynthesis,1.1441,1.1271
NAt3_1p5pp,0.4378,0.388,Inorganic Ion Transport and Metabolism,5.8551,7.9311
NO3R1pp,-2.0963,2.59e-06,Oxidative Phosphorylation,3.3567,0.785
NO3R2bpp,-0.1124,0.794,Nitrogen Metabolism,9.6445,8.9217
NO3R2pp,-0.8217,0.00484,Oxidative Phosphorylation,7.2936,4.1266
NO3t7pp,1.0784,0.0656,Inorganic Ion Transport and Metabolism,4.8362,10.2127
NO3tex,-0.2235,0.455,"Transport, Outer Membrane Porin",9.3193,7.9821
NODOx,-0.4639,0.483,Nitrogen Metabolism,14.217,10.3074
NAt3_2pp,-0.1096,0.43,Inorganic Ion Transport and Metabolism,8.2171,7.6162
NAt3pp,-0.1546,0.695,Inorganic Ion Transport and Metabolism,4.9133,4.414
NODOy,0.2142,0.777,Nitrogen Metabolism,8.306,9.6356
NAtex,0.9745,0.0941,"Transport, Outer Membrane Porin",2.8233,5.5475
LPLIPAL2ATE141,-0.1685,0.344,Glycerophospholipid Metabolism,5.5025,4.896
NDPK1,-0.4989,0.0856,Nucleotide Salvage Pathway,3.2276,2.284
NDPK2,-0.4975,0.0887,Nucleotide Salvage Pathway,3.0923,2.1903
NOVBCNtex,0.1124,0.429,"Transport, Outer Membrane",4.6627,5.0407
NOVBCNtpp,0.1301,0.293,"Transport, Outer Membrane",5.2425,5.7372
NOtex,0.7439,0.137,"Transport, Outer Membrane Porin",7.8469,13.1416
NDPK3,-1.3721,0.0146,Nucleotide Salvage Pathway,14.1685,5.4738
NOtpp,-0.3853,0.455,Inorganic Ion Transport and Metabolism,5.8087,4.4472
NDPK4,-0.9527,0.0262,Nucleotide Salvage Pathway,0.7785,0.4022
LPLIPAL2ATE160,0.5694,0.532,Glycerophospholipid Metabolism,1.8814,2.7918
NDPK5,-0.4472,0.0943,Nucleotide Salvage Pathway,5.3689,3.9379
NTD1,-0.3819,0.221,Nucleotide Salvage Pathway,7.6165,5.8449
NTD10,-0.9038,0.0589,Nucleotide Salvage Pathway,4.3401,2.3198
NTD10pp,-1.2635,0.02,Nucleotide Salvage Pathway,2.9298,1.2204
LPLIPAL2ATE161,0.8236,0.483,Glycerophospholipid Metabolism,1.0067,1.7816
NTD11,-0.7463,0.0404,Nucleotide Salvage Pathway,5.5843,3.329
NTD11pp,-0.6948,0.0905,Nucleotide Salvage Pathway,1.8099,1.1182
NTD12,-0.167,0.477,Nucleotide Salvage Pathway,3.1512,2.8067
NTD12pp,-0.0177,0.711,Nucleotide Salvage Pathway,2.2537,2.2262
NTD1pp,-1.0929,0.0348,Nucleotide Salvage Pathway,2.4779,1.1617
NTD2,-0.697,0.046,Nucleotide Salvage Pathway,7.4813,4.6148
URIC,0.3143,0.535,Unassigned,3.1959,3.9737
NTD2pp,-0.6149,0.0729,Nucleotide Salvage Pathway,1.3708,0.8951
LPLIPAL2ATE180,0.8344,0.42,Glycerophospholipid Metabolism,5.9554,10.619
NTD3,0.3396,0.249,Nucleotide Salvage Pathway,5.7162,7.2332
NTD3pp,-1.0893,0.0382,Nucleotide Salvage Pathway,3.9858,1.8733
LPLIPAL2ATE181,-0.0989,0.449,Glycerophospholipid Metabolism,4.4181,4.1254
NTD4,-0.0811,0.747,Nucleotide Salvage Pathway,4.3404,4.1032
NTD4pp,-0.6238,0.117,Nucleotide Salvage Pathway,1.2948,0.8403
NTD9pp,-0.6151,0.093,Nucleotide Salvage Pathway,6.3787,4.1644
NTP1,0.6005,0.619,Biomass and maintenance functions,9.581,14.5275
NTP10,-0.3002,0.399,Nucleotide Salvage Pathway,1.0468,0.8501
NTD5,1.3774,0.0113,Nucleotide Salvage Pathway,6.7229,17.466
LPLIPAL2ATG120,-0.4461,0.516,Glycerophospholipid Metabolism,4.7386,3.4783
NTD5pp,-0.8798,0.0688,Nucleotide Salvage Pathway,1.6615,0.903
NTP11,-0.2924,0.32,Nucleotide Salvage Pathway,4.7175,3.852
NTP12,-0.3858,0.214,Nucleotide Salvage Pathway,9.2962,7.1148
NTD6,-0.3742,0.252,Nucleotide Salvage Pathway,5.7611,4.445
LPLIPAL2ATG140,0.28,0.395,Glycerophospholipid Metabolism,3.8918,4.7256
NTD6pp,-1.189,0.0309,Nucleotide Salvage Pathway,2.0278,0.8894
NTD7,-0.7386,0.0634,Nucleotide Salvage Pathway,4.0063,2.4011
NTP3,-0.3988,0.235,Nucleotide Salvage Pathway,8.4249,6.3902
NTP3pp,-0.5746,0.112,Nucleotide Salvage Pathway,7.8649,5.2809
NTD7pp,-1.0142,0.0433,Nucleotide Salvage Pathway,6.822,3.3776
NTP5,-0.9843,0.0606,Nucleotide Salvage Pathway,8.6283,4.3613
LPLIPAL2ATG141,0.7057,0.505,Glycerophospholipid Metabolism,6.6653,10.8708
NTPP1,0.0591,0.374,Nucleotide Salvage Pathway,3.0793,3.2081
NTPP10,0.233,0.298,Nucleotide Salvage Pathway,4.4855,5.2718
NTD8,-0.2913,0.266,Nucleotide Salvage Pathway,7.2178,5.8983
NTD8pp,-0.7987,0.0554,Nucleotide Salvage Pathway,4.4412,2.553
NTD9,-0.4676,0.159,Nucleotide Salvage Pathway,7.1392,5.1628
NTPP11,-0.9821,0.0345,Nucleotide Salvage Pathway,3.5257,1.7849
NTPP2,-1.037,0.0467,Nucleotide Salvage Pathway,3.6515,1.7795
NTPP3,-1.3585,0.0132,Nucleotide Salvage Pathway,3.1897,1.2439
NTPP4,-1.0183,0.0296,Nucleotide Salvage Pathway,2.0477,1.0109
NTPP5,-0.0499,0.72,Nucleotide Salvage Pathway,4.636,4.4785
OPMEACPS,0.7505,0.145,Cofactor and Prosthetic Group Biosynthesis,3.9043,6.5686
LPLIPAL2ATG160,-0.02,0.383,Glycerophospholipid Metabolism,5.3839,5.3096
ORNDC,-0.2597,0.336,Arginine and Proline Metabolism,0.4117,0.3439
ORNabcpp,0.4942,0.381,"Transport, Inner Membrane",3.1968,4.5029
NTPP6,-0.9751,0.0477,Nucleotide Salvage Pathway,4.2855,2.18
NTPP7,-0.7596,0.0788,Nucleotide Salvage Pathway,3.1408,1.8552
NTPP8,-0.4397,0.281,Nucleotide Salvage Pathway,3.806,2.8062
ORNtex,0.5832,0.215,"Transport, Outer Membrane Porin",6.043,9.0532
LPLIPAL2ATG161,-0.1887,0.823,Glycerophospholipid Metabolism,6.8633,6.022
OROTt2_2pp,0.4516,0.33,"Transport, Inner Membrane",6.9244,9.4695
OROTtex,-0.46,0.183,"Transport, Outer Membrane Porin",4.406,3.2031
ORPT,-0.1058,0.776,Purine and Pyrimidine Biosynthesis,7.1138,6.6106
NTPP9,-0.5734,0.151,Nucleotide Salvage Pathway,7.0473,4.7362
NTPTP1,-0.7572,0.0717,Nucleotide Salvage Pathway,5.4695,3.236
NTPTP2,-1.0865,0.0241,Nucleotide Salvage Pathway,8.4176,3.9639
OXAMTC,-0.2367,0.466,Unassigned,2.6959,2.2879
LPLIPAL2ATG180,0.0812,0.814,Glycerophospholipid Metabolism,5.3966,5.7089
OXCDC,-0.4841,0.339,Alternate Carbon Metabolism,4.6832,3.3483
OXCOAHDH,-1.6265,0.194,Alternate Carbon Metabolism,8.8238,2.8577
NTRIR2x,-2.6652,1.48e-06,Oxidative Phosphorylation,3.0697,0.4839
NTRIR3pp,0.1523,0.732,Nitrogen Metabolism,1.1859,1.3179
NTRIR4pp,0.103,0.743,Nitrogen Metabolism,6.4271,6.9028
OXDHCOAT,-0.3338,0.578,Alternate Carbon Metabolism,6.8729,5.4532
P5CD,0.1585,0.316,Arginine and Proline Metabolism,5.8772,6.5596
O16A4COLIPAabctex,0.2578,0.509,Lipopolysaccharide Biosynthesis / Recycling,12.4875,14.9302
LPLIPAL2ATG181,0.5898,0.455,Glycerophospholipid Metabolism,0.2994,0.4507
O16A4Lpp,0.7229,0.433,Lipopolysaccharide Biosynthesis / Recycling,0.9108,1.5032
P5CR,-0.4208,0.279,Arginine and Proline Metabolism,2.22,1.6584
PA120abcpp,0.0097,0.589,"Transport, Inner Membrane",7.1108,7.1586
PA140abcpp,0.8793,0.15,"Transport, Inner Membrane",5.0973,9.3766
PA141abcpp,-0.0977,0.406,"Transport, Inner Membrane",3.2193,3.0086
O16AP1pp,0.2653,0.488,Lipopolysaccharide Biosynthesis / Recycling,4.7297,5.6845
O16AP2pp,0.9691,0.216,Lipopolysaccharide Biosynthesis / Recycling,0.554,1.0845
O16AP3pp,0.2652,0.324,Lipopolysaccharide Biosynthesis / Recycling,7.1754,8.6235
O16AT,-0.5184,0.566,Lipopolysaccharide Biosynthesis / Recycling,4.0867,2.8531
O16AUNDtpp,0.0663,0.538,Lipopolysaccharide Biosynthesis / Recycling,2.5707,2.6917
PA160abcpp,0.7659,0.151,"Transport, Inner Membrane",3.1141,5.2952
LPLIPAL2E120,-0.0681,0.896,Glycerophospholipid Metabolism,0.7502,0.7156
PA161abcpp,-0.3532,0.313,"Transport, Inner Membrane",5.8414,4.573
PA180abcpp,0.7957,0.149,"Transport, Inner Membrane",4.7892,8.3139
O16GALFT,-0.1337,0.611,Lipopolysaccharide Biosynthesis / Recycling,8.8097,8.0302
O16GLCT1,-0.2123,0.369,Lipopolysaccharide Biosynthesis / Recycling,7.4068,6.3931
O16GLCT2,0.149,0.478,Lipopolysaccharide Biosynthesis / Recycling,2.1667,2.4025
PA181abcpp,0.3254,0.184,"Transport, Inner Membrane",1.3814,1.7309
LPLIPAL2E140,-0.7517,0.426,Glycerophospholipid Metabolism,8.4851,5.0394
PACALDt2rpp,-0.0738,0.818,"Transport, Inner Membrane",3.2825,3.1189
PACALDtex,-0.0184,0.743,"Transport, Outer Membrane Porin",7.5085,7.4135
PACCOAE,0.4279,0.596,Alternate Carbon Metabolism,6.7526,9.0838
O2Stex,-0.3322,0.269,"Transport, Outer Membrane Porin",5.8871,4.6762
O2tex,0.5776,0.16,"Transport, Outer Membrane Porin",1.0537,1.5725
O2tpp,-0.5952,0.127,Inorganic Ion Transport and Metabolism,5.7723,3.8209
OAADC,3.0407,4.9e-06,Pyruvate Metabolism,6.3841,52.5343
PACCOAL,-1.1466,0.357,Alternate Carbon Metabolism,4.2234,1.9076
OBTFL,-0.1385,0.814,Alternate Carbon Metabolism,4.1456,3.7662
LPLIPAL2E141,0.8566,0.199,Glycerophospholipid Metabolism,3.6288,6.5707
OCBT,-0.6552,0.246,Arginine and Proline Metabolism,5.3075,3.3703
OCDCAtexi,0.7128,0.111,"Transport, Outer Membrane",0.216,0.354
PANTS,-0.1897,0.559,Cofactor and Prosthetic Group Biosynthesis,10.3238,9.0518
PAPA120,0.122,0.421,Glycerophospholipid Metabolism,0.4932,0.5368
PAPA120pp,0.2742,0.578,Glycerophospholipid Metabolism,4.9977,6.0438
PAPA140,0.9071,0.437,Glycerophospholipid Metabolism,3.1117,5.8355
OCDCEAtexi,0.5161,0.29,"Transport, Outer Membrane",7.6992,11.0103
OCTAtex,1.5188,0.0443,"Transport, Outer Membrane Porin",5.2466,15.0344
OCTDPS,1.0107,0.0981,Cofactor and Prosthetic Group Biosynthesis,1.3376,2.6951
OCTNLL,0.5687,0.371,Cofactor and Prosthetic Group Biosynthesis,10.5522,15.6507
PAPA140pp,0.6294,0.525,Glycerophospholipid Metabolism,4.4384,6.8658
LPLIPAL2E160,-0.4705,0.444,Glycerophospholipid Metabolism,3.9711,2.866
PAPA141,-0.3889,0.263,Glycerophospholipid Metabolism,1.7566,1.3415
PAPA141pp,0.0612,0.46,Glycerophospholipid Metabolism,4.9624,5.1775
OGMEACPD,0.5384,0.441,Cofactor and Prosthetic Group Biosynthesis,5.8497,8.4959
OGMEACPR,-0.1237,0.588,Cofactor and Prosthetic Group Biosynthesis,5.3875,4.9448
LPLIPAL2E161,-0.6039,0.31,Glycerophospholipid Metabolism,5.4861,3.6097
OGMEACPS,-0.054,0.363,Cofactor and Prosthetic Group Biosynthesis,5.9789,5.7591
OHPBAT,0.3729,0.212,Cofactor and Prosthetic Group Biosynthesis,1.9239,2.4914
PAPA160,0.1778,0.524,Glycerophospholipid Metabolism,1.3701,1.5497
PAPA160pp,1.1171,0.227,Glycerophospholipid Metabolism,4.7702,10.3468
PAPA161,-0.5981,0.335,Glycerophospholipid Metabolism,5.4068,3.5718
LPLIPAL2E180,-1.4388,0.134,Glycerophospholipid Metabolism,9.2059,3.3959
PAPA161pp,-0.2066,0.636,Glycerophospholipid Metabolism,0.8311,0.7202
PAPA180,-0.6911,0.425,Glycerophospholipid Metabolism,7.3757,4.5685
PAPA180pp,0.0117,0.717,Glycerophospholipid Metabolism,1.0449,1.0534
OHPHM,0.4063,0.317,Cofactor and Prosthetic Group Biosynthesis,8.6327,11.4409
OMBZLM,0.3813,0.202,Cofactor and Prosthetic Group Biosynthesis,8.1838,10.6597
OMCDC,-1.4849,0.265,"Valine, Leucine, and Isoleucine Metabolism",3.2015,1.1438
PAPA181,0.712,0.344,Glycerophospholipid Metabolism,9.036,14.8017
PAPA181pp,0.4697,0.409,Glycerophospholipid Metabolism,7.8945,10.9326
OMMBLHX,-0.4236,0.193,Cofactor and Prosthetic Group Biosynthesis,7.4702,5.5694
LPLIPAL2E181,0.7797,0.513,Glycerophospholipid Metabolism,2.0901,3.5883
OMMBLHX3,-0.8533,0.185,Cofactor and Prosthetic Group Biosynthesis,1.7748,0.9824
PAPPT3,0.0814,0.609,Cell Envelope Biosynthesis,1.0053,1.0637
PAPSR,-0.0248,0.499,Cysteine Metabolism,12.5437,12.3302
OMPDC,0.0618,0.347,Purine and Pyrimidine Biosynthesis,9.4175,9.8297
PAPSR2,0.0474,0.634,Cysteine Metabolism,8.4712,8.7541
PDE1,0.0819,0.727,Nucleotide Salvage Pathway,0.8365,0.8854
